,id,text,favorite_count,retweet_count,created_at
19,1028954934690177024,"RT @business: Facing $17 billion in fire damages, a CEO blames climate change https://t.co/XoFatCUWX8",0,44,2018-08-13 10:42:28+00:00
20,1028954737675251712,"Looking forward to be back @MelbLawSchool for a talk on cities and climate change: ""From Paris to Pittsburgh and Ba… https://t.co/OYyZMsv4eC",20,4,2018-08-13 10:41:41+00:00
21,1028954507529658368,"RT @crystalline_02: Ice caps are melting, global warming is increasing, pollution is rising, and species are dying—We only have one Earth—I…",0,575,2018-08-13 10:40:46+00:00
22,1028954390441484288,RT @FranceinIreland: On 5th November we call all creative citizens w/ practical solutions to fight against #climatechange to join us for a…,0,16,2018-08-13 10:40:18+00:00
23,1028954361702035458,RT @jayrosen_nyu: Why does skepticism about immigration walk hand in hand with skepticism about the science of climate change? I know we're…,0,52,2018-08-13 10:40:11+00:00
24,1028954534809354241,How humans — and climate change — make wildfires even more deadly - ⁦@washingtonpost⁩ nails this piece (just like e… https://t.co/oefKQ0RphB,0,0,2018-08-13 10:40:52+00:00
25,1028954593764552704,IRP and Provincial Disaster Management Authority Balochistan signed a Memorandum of Understanding (MoU) for concret… https://t.co/kxJ5gnjild,22,10,2018-08-13 10:41:06+00:00
26,1028954309919158272,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 10:39:59+00:00
27,1028954926762745856,"RT @JoanneRyanLalor: At dinner with four Labor colleagues, all of whom shop at KMart. #auspol https://t.co/jGnYCnVcFr",0,6,2018-08-13 10:42:26+00:00
28,1028954309004685312,RT @MrDenmore: If there’s a definition of insanity it’s Australia’s policies on climate change being disrupted for a decade by wilfully ign…,0,125,2018-08-13 10:39:58+00:00
29,1028954393582874625,@Jandy232 @carolemorrissey I’m assuming he thinks he’ll be dead by the time the planet’s uninhabitable &amp; there’s no… https://t.co/f7ds0C014q,1,1,2018-08-13 10:40:19+00:00
30,1028954474805710849,"RT @Peters_Glen: It is always a good reminder to see how the global average temperature has changed over the last 150 years...

https://t.c…",0,136,2018-08-13 10:40:38+00:00
31,1028954635443171328,Climate change and wildfires – how do we know if there is a link? https://t.co/2SqyvW7asF via @ConversationUS,0,0,2018-08-13 10:41:16+00:00
32,1028954696256380928,"RT @BenPennings: #Adani are visiting our schools! Materials include ""a fact sheet on mining and the environment that fails to mention clima…",0,111,2018-08-13 10:41:31+00:00
33,1028954787302264833,RT @PeterFurth: It is simply impossible for an affluent society to avoid crippling congestion without congestion charge. It’s a law of econ…,0,107,2018-08-13 10:41:53+00:00
34,1028954459110555649,"Oh well, they deal with it quite well. Like they add numbers and facts and such crazy stuff.… https://t.co/b1ssKytfjD",0,0,2018-08-13 10:40:34+00:00
35,1028954392475693056,"RT @_WeMeanToClean: 🌳 We've planted 860+ native trees so far this monsoon

🌳 More pics here: https://t.co/7ACHFBTGhc

#WeMeanToClean #Clean…",0,8,2018-08-13 10:40:18+00:00
36,1028954475610791938,RT @_LJDay: “It defies any form of rational responsible decision making that we as a country continue to embrace massive projects that will…,0,6,2018-08-13 10:40:38+00:00
37,1028954592980217856,"RT @Peters_Glen: It is always a good reminder to see how the global average temperature has changed over the last 150 years...

https://t.c…",0,136,2018-08-13 10:41:06+00:00
38,1028954352873033728,Just as it is worth remembering the next time someone insists there is no clear link between climate change and mig… https://t.co/2tCQtjezyN,0,0,2018-08-13 10:40:09+00:00
39,1028954590123839489,How to inspire people to act on climate change: Oil tankers vs Starlings https://t.co/hwXlws7DlA,0,0,2018-08-13 10:41:05+00:00
40,1028954566979665920,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 10:41:00+00:00
41,1028954511765917696,2018 Is Shaping Up to Be the Fourth-Hottest Year. Yet We’re Still Not Prepared for Global Warming. https://t.co/ol51YhcSCu,3,1,2018-08-13 10:40:47+00:00
42,1028954751029923840,RT @IslamicReliefPK: IRP and Provincial Disaster Management Authority Balochistan signed a Memorandum of Understanding (MoU) for concrete p…,0,10,2018-08-13 10:41:44+00:00
43,1028954547207598081,@Havenaar64 The last time you asked me this I responded with https://t.co/mARfQsjrzT but you refused to open the li… https://t.co/1TDf9MiacH,0,0,2018-08-13 10:40:55+00:00
44,1028954829836693504,"RT @seanroche: One final reminder: if you’re not designing a congestion pricing system to reduce overall traffic volume, you’re practicing…",0,9,2018-08-13 10:42:03+00:00
45,1028954343356223488,RT @JariLiski: This new article about the suitability of #Yasso model for #soil carbon inventory in Germany is now available FOR FREE at ht…,0,5,2018-08-13 10:40:07+00:00
46,1028954504215969792,RT @drharshvardhan: Reintroduction of #MouseDeer into the wild was a perfect example of science being leveraged to conserve the environment…,0,22,2018-08-13 10:40:45+00:00
47,1028954290893799428,Bangladesh Confronts Climate Change - book goes open access https://t.co/X5zgf9lYST https://t.co/dowjnig3kr,0,0,2018-08-13 10:39:54+00:00
48,1028954745891966976,RT @JPvanYpersele: I just mentioned the need to cut fossil fuel subsidies in my interview to @TV5MONDEINFO https://t.co/vaEDeWJsDx,0,3,2018-08-13 10:41:43+00:00
49,1028954648491839489,"RT @chlefHH: Halfway to boiling: the city at 50C
#GlobalWarming #climatechange
 #heatwave https://t.co/Bb4zegBYkY",0,1,2018-08-13 10:41:19+00:00
50,1028954849088614400,RT @markpopham: I’ve been thinking a lot about how the guilt that we feel as individuals about climate change can essentially protect the p…,0,113,2018-08-13 10:42:07+00:00
51,1028954873247793152,"RT @AmoneyResists: After 19 months:

The E.U.—No Deal
Mexico—No Deal
Iran——No Deal
Canada—No Deal
N.K.——No Deal
Trade——No Deal
Healthcare—N…",0,4513,2018-08-13 10:42:13+00:00
52,1028954440613720064,RT @jayrosen_nyu: Why does skepticism about immigration walk hand in hand with skepticism about the science of climate change? I know we're…,0,52,2018-08-13 10:40:30+00:00
53,1028954836304359424,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 10:42:04+00:00
54,1028954603520512000,RT @PaulEDawson: Policies that choke off fossil fuels at their origin — shutting down mines and wells; banning new ones; opting against new…,0,396,2018-08-13 10:41:09+00:00
55,1028954652832882688,RT @6esm: Halfway to boiling: the city at 50C https://t.co/jccTA8tDCS - #climatechange,0,1,2018-08-13 10:41:20+00:00
56,1028954582720737281,"RT @UNDPasiapac: In the year 2000, 50% of #Bangladesh's population was impoverished. By 2010, this was around 30%. With climate change alre…",0,18,2018-08-13 10:41:04+00:00
57,1028954944672591873,"RT @Mendelpol: In my first term, I want to solve global warming, end all wars, give a house to everyone, give a job to everyone and England…",0,4,2018-08-13 10:42:30+00:00
58,1028954568875536385,RT @FAOKnowledge: Soil organic carbon is crucial to food production and can contribute to #climatechange mitigation.   Check out our map on…,0,47,2018-08-13 10:41:00+00:00
59,1028954925513011200,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 10:42:25+00:00
60,1028954622847852544,These cities are successfully leveraging #transportation data to take action on #climate change and become more soc… https://t.co/SXcgGdW9y0,3,1,2018-08-13 10:41:13+00:00
61,1028954868445339648,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 10:42:12+00:00
62,1028954423580667904,Years of mismanagement by California have served to turn the forests into a ticking time bomb. The why and how....… https://t.co/LuXzG7SMkz,0,0,2018-08-13 10:40:26+00:00
63,1028954806512222209,"RT @business: Facing $17 billion in fire damages, a CEO blames climate change https://t.co/XoFatCUWX8",0,44,2018-08-13 10:41:57+00:00
64,1028954926209089536,"RT @Thomas1774Paine: After Libs Blame West Coast Fires on Global Warming, Forester Speaks out https://t.co/DOUrcTzi0v",0,21,2018-08-13 10:42:26+00:00
65,1028954314490798080,Scientist calls out media ‘misinformation’ on wildfires and global warming https://t.co/wvaLlY54na,1,1,2018-08-13 10:40:00+00:00
66,1028955491378987008,"RT @EddyJokovich: Climate change shows Australian politics at its worst. Opportunists, idiots, morons, MPs acting in bad faith, price gougi…",0,194,2018-08-13 10:44:40+00:00
67,1028955007805087744,"Turnbull’s leadership a sham as he seeks to evade GBRF scandal, climate change with a dodgy NEG. https://t.co/lX0n5Xbmvu",0,0,2018-08-13 10:42:45+00:00
68,1028955101053034496,RT @ximemiche: The #YouthClimateLeaders are working at the @CGCNairobi to brainstorm on the @endelezake project regarding the Sustainable P…,0,2,2018-08-13 10:43:07+00:00
69,1028954982119174145,RT @chrissmithradio: They are over the cliff already. It's over. No contest. https://t.co/8QEhr2wOwG,0,16,2018-08-13 10:42:39+00:00
70,1028955087933267968,Jakarta: the fastest-sinking city in the world #groundwater #climatechange #watersupply @BBCNewsAsia… https://t.co/K8xyVuNZtk,4,2,2018-08-13 10:43:04+00:00
71,1028954995469811713,"#climatechange #spaceweather 
https://t.co/hB3tQgPeys",0,0,2018-08-13 10:42:42+00:00
72,1028955116076843008,"#climatechange #bible #prophecy
https://t.co/suS7ffw2MT",1,1,2018-08-13 10:43:11+00:00
73,1028955186377703424,"RT @350: An important read from @payal350 who writes ""a reflection of the rollercoaster of emotions I feel working on climate change and ho…",0,16,2018-08-13 10:43:28+00:00
74,1028955568516608001,RT @nytimes: Humans almost saved the planet from climate change 30 years ago. This is the story of how we failed: a tragedy in 2 acts.,0,496,2018-08-13 10:44:59+00:00
75,1028955400320643072,"RT @business: Facing $17 billion in fire damages, a CEO blames climate change https://t.co/XoFatCUWX8",0,44,2018-08-13 10:44:19+00:00
76,1028955264878178304,RT @Cam_Walker: Its like Barnaby actually doesn't understand the purpose of government. Surely a big part of the job is to look out for the…,0,2,2018-08-13 10:43:46+00:00
77,1028955009734594560,"RT @AmoneyResists: After 19 months:

The E.U.—No Deal
Mexico—No Deal
Iran——No Deal
Canada—No Deal
N.K.——No Deal
Trade——No Deal
Healthcare—N…",0,4512,2018-08-13 10:42:46+00:00
78,1028955558680952832,"RT @AmoneyResists: After 19 months:

The E.U.—No Deal
Mexico—No Deal
Iran——No Deal
Canada—No Deal
N.K.——No Deal
Trade——No Deal
Healthcare—N…",0,4512,2018-08-13 10:44:56+00:00
79,1028955524975316994,I won’t go on the BBC if it supplies climate change deniers as ‘balance’ | Rupert Read https://t.co/8qnZ0tOaZv,0,0,2018-08-13 10:44:48+00:00
80,1028955503936729088,Jeremy Cordeaux until Midnight....8223 0000. Tonight: Do you shop at Kmart + are concerned about climate change?… https://t.co/E8MnvYJssX,1,1,2018-08-13 10:44:43+00:00
81,1028955176084889601,RT @SadhguruJV: Afforestation on riparian lands will not only help mitigate climate change but will revitalize rivers &amp; boost farmers' inco…,0,1094,2018-08-13 10:43:25+00:00
82,1028955136478064641,"RT @MikeHudema: The last thing these 75 endangered orcas need is a #tarsands tanker superhighway running through their home. 🐬

@JustinTrud…",0,220,2018-08-13 10:43:16+00:00
83,1028955158976376832,"RT @INCIndia: After 'inventing' yoga and disproving climate change, checkout how Modiji has redefined science! https://t.co/VsVTW1z0OO",0,1391,2018-08-13 10:43:21+00:00
84,1028954971486806016,@SpeakerRyan @SenateMajLdr It will be recorded for all time&gt; ALL that is happening during this profoundly corrupt &amp;… https://t.co/dkR5JPTLQW,0,0,2018-08-13 10:42:36+00:00
85,1028955014650318848,RT @SadhguruJV: Afforestation on riparian lands will not only help mitigate climate change but will revitalize rivers &amp; boost farmers' inco…,0,1094,2018-08-13 10:42:47+00:00
86,1028955148817707008,"RT @business: Facing $17 billion in fire damages, a CEO blames climate change https://t.co/XoFatCUWX8",0,44,2018-08-13 10:43:19+00:00
87,1028955226362007552,"RT @Allatsea4: “If by some miracle we are able to limit warming to two degrees, we will only have to negotiate the #extinction of the world…",0,4,2018-08-13 10:43:37+00:00
88,1028955219605037056,RT @SadhguruJV: Afforestation on riparian lands will not only help mitigate climate change but will revitalize rivers &amp; boost farmers' inco…,0,1094,2018-08-13 10:43:36+00:00
89,1028955337351561216,BOLT: I have a message to the Liberal MPs - Why don't you finally get the guts to make a stand against your Prime M… https://t.co/hmj2bmvhs0,7,4,2018-08-13 10:44:04+00:00
90,1028955114290257920,"Weather presenters are at the barricades of the changing climate, and can’t shut their mouth anymore... https://t.co/E3vyOJID7Z",18,4,2018-08-13 10:43:10+00:00
91,1028955552653697024,RT @FAOfish: Did you miss the launch of our Impacts of #climatechange on #fisheries and #aquaculture publication during #COFI33 week in Rom…,0,94,2018-08-13 10:44:55+00:00
92,1028955204119678976,"RT @MikeHudema: Climate change.

Temperatures in the Arctic Circle were hotter than they were in Southern Spain. That's not good.

#ActOnCl…",0,915,2018-08-13 10:43:32+00:00
93,1028955192396591105,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 10:43:29+00:00
94,1028955304086646784,RT @PhotoSSentinel: 'Hands Along The Water' event takes aim at toxic green slime killing our fish @SunSentinel photo Jennifer Lett PHOTOS/V…,0,4,2018-08-13 10:43:56+00:00
95,1028955420675792896,"It's about political beliefs, distrusting experts/expertise and their motivations is built into the ideologies. https://t.co/az7xnFYn8C",1,0,2018-08-13 10:44:24+00:00
96,1028955021692600320,"RT @AmoneyResists: After 19 months:

The E.U.—No Deal
Mexico—No Deal
Iran——No Deal
Canada—No Deal
N.K.——No Deal
Trade——No Deal
Healthcare—N…",0,4512,2018-08-13 10:42:48+00:00
97,1028955397766275072,RT @SadhguruJV: Afforestation on riparian lands will not only help mitigate climate change but will revitalize rivers &amp; boost farmers' inco…,0,1094,2018-08-13 10:44:18+00:00
98,1028955543723864064,"RT @crystalline_02: Ice caps are melting, global warming is increasing, pollution is rising, and species are dying—We only have one Earth—I…",0,575,2018-08-13 10:44:53+00:00
99,1028955345052422144,"RT @business: Facing $17 billion in fire damages, a CEO blames climate change https://t.co/XoFatCUWX8",0,44,2018-08-13 10:44:05+00:00
100,1028955567606386688,"RT @AmoneyResists: After 19 months:

The E.U.—No Deal
Mexico—No Deal
Iran——No Deal
Canada—No Deal
N.K.——No Deal
Trade——No Deal
Healthcare—N…",0,4512,2018-08-13 10:44:59+00:00
101,1028955005829574657,"“We either re-examine the current plans for unrestricted coal exports, taking proper account and responsibility for… https://t.co/uC8zQ69X7u",38,42,2018-08-13 10:42:45+00:00
102,1028955154274508800,"Now @GeanneVanArkel from Interface talking about 'Climate Take Back' - if we changed the climate by mistake, we sho… https://t.co/afRwhEsh1O",1,0,2018-08-13 10:43:20+00:00
103,1028955013354151937,RT @IslamicReliefPK: IRP and Provincial Disaster Management Authority Balochistan signed a Memorandum of Understanding (MoU) for concrete p…,0,10,2018-08-13 10:42:46+00:00
104,1028954980114255872,"RT @AmoneyResists: After 19 months:

The E.U.—No Deal
Mexico—No Deal
Iran——No Deal
Canada—No Deal
N.K.——No Deal
Trade——No Deal
Healthcare—N…",0,4512,2018-08-13 10:42:38+00:00
105,1028955332578566144,"RT @johnlundin: Climate change may not be 'causing' wildfires, but is is making them more extreme. Here's how... https://t.co/EoR5Ov7O5r #c…",0,11,2018-08-13 10:44:03+00:00
106,1028955505857835008,"RT @AmoneyResists: After 19 months:

The E.U.—No Deal
Mexico—No Deal
Iran——No Deal
Canada—No Deal
N.K.——No Deal
Trade——No Deal
Healthcare—N…",0,4512,2018-08-13 10:44:44+00:00
107,1028955380628566016,"RT @AmoneyResists: After 19 months:

The E.U.—No Deal
Mexico—No Deal
Iran——No Deal
Canada—No Deal
N.K.——No Deal
Trade——No Deal
Healthcare—N…",0,4512,2018-08-13 10:44:14+00:00
108,1028955191729704960,"RT @AndrewGillum: I believe in science. 

That's a stark contrast from our current Governor who says he's not a scientist so he can't say i…",0,232,2018-08-13 10:43:29+00:00
109,1028955049811005442,RT @SadhguruJV: Afforestation on riparian lands will not only help mitigate climate change but will revitalize rivers &amp; boost farmers' inco…,0,1094,2018-08-13 10:42:55+00:00
110,1028955523566235648,"RT @Fathibashe: Happy International #YouthDay! To tackle #ClimateChange, one of the many things we urgently need to do is plant more trees.…",0,13,2018-08-13 10:44:48+00:00
111,1028955123572240384,This is a devastating read on the impacts of heat #climatechange #HeatWave2018 #cityplanning #inequality https://t.co/cipFjnINIw,1,1,2018-08-13 10:43:13+00:00
112,1028955304497688577,RT @newrepublic: How a new generation of authoritarian leaders are using climate change to seize power: https://t.co/d67A62SgdO https://t.c…,0,8,2018-08-13 10:43:56+00:00
113,1028955532445532162,"RT @AmoneyResists: After 19 months:

The E.U.—No Deal
Mexico—No Deal
Iran——No Deal
Canada—No Deal
N.K.——No Deal
Trade——No Deal
Healthcare—N…",0,4512,2018-08-13 10:44:50+00:00
114,1028954957872091137,@SAWeatherServic is Zille correct in what she said here? https://t.co/Jm4o9b1lhH,0,0,2018-08-13 10:42:33+00:00
115,1028955558534103041,Good to see that @NewStatesman is joining the dots to look at the political implications of our changing climate: T… https://t.co/0sb9xL0zgl,0,0,2018-08-13 10:44:56+00:00
116,1028954984614948864,"RT @lasesana: Things Trump and the @GOP think are worth spending taxpayer $$ on:
-Space Force
-a border wall
-Trump’s military parade

Thin…",0,20,2018-08-13 10:42:40+00:00
117,1028955006781644800,@ebatruth @JoshFrydenberg @TurnbullMalcolm @InsidersABC Mal and the Libs are rotten to the core. Put the climate ch… https://t.co/AUPbEH9n2x,5,5,2018-08-13 10:42:45+00:00
118,1028955335824957440,@ClimateReality The year mean temperatures for each countries in the last century can be seen in… https://t.co/7WotU53Y4X,0,0,2018-08-13 10:44:03+00:00
119,1028955067611787264,"RT @AmoneyResists: After 19 months:

The E.U.—No Deal
Mexico—No Deal
Iran——No Deal
Canada—No Deal
N.K.——No Deal
Trade——No Deal
Healthcare—N…",0,4512,2018-08-13 10:42:59+00:00
120,1028955329860644868,"RT @dtcampbe: ""A 2016 study in the Proceedings of the National Academy of Sciences found that climate change accounts for more than 50 perc…",0,2,2018-08-13 10:44:02+00:00
121,1028955370356502529,RT @theboltreport: BOLT: I have a message to the Liberal MPs - Why don't you finally get the guts to make a stand against your Prime Minist…,0,119,2018-08-13 10:44:12+00:00
122,1028955134175395840,"RT @greenpeaceindia: @TwitterIndia Unplanned construction for the sake of development are leading cause of unsustainable cities, pollution…",0,3,2018-08-13 10:43:15+00:00
123,1028955516310040576,RT @PaulEDawson: What is happening in the Arctic will reverberate around the globe. Arctic warming may already be influencing weather patte…,0,465,2018-08-13 10:44:46+00:00
124,1028955212831182850,If only there was a catchy name for this.....#keepitintheground https://t.co/KY8ggjGIUX,3,1,2018-08-13 10:43:34+00:00
125,1028954985793499136,2018 Is Shaping Up to Be the Fourth-Hottest Year. Yet We’re Still Not Prepared for Global Warming.   via @NYTimes https://t.co/VvE1B05Vxi,1,0,2018-08-13 10:42:40+00:00
126,1028955532512710657,RT @DavidPepper: Suggestion: replace the Space Force with the Earth Force and save our planet from climate change before it's too late. (An…,0,82,2018-08-13 10:44:50+00:00
127,1028955033147064321,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 10:42:51+00:00
128,1028955101870915584,The latest The #Green Daily! https://t.co/Uw22Re2n2R Thanks to @iag2u @Magazine_MN @licoriceswriter #environment #climatechange,0,0,2018-08-13 10:43:08+00:00
129,1028955173127946240,RT @cleanmysuru: Floods is due to heavy rainfall and erosion of soil which does not have proper green cover. Just trees won't bring rainfal…,0,3,2018-08-13 10:43:24+00:00
130,1028955638489964544,RT @RMetS: Gardening in a Changing Climate - Birmingham 3rd October 2018. Join us for an unique opportunity to hear from scientists and pra…,0,20,2018-08-13 10:45:15+00:00
131,1028955850487091201,"Impact of rising #heat, yet another form of #climatechange, is bound to be unequal. This get more disturbing when g… https://t.co/epYjUbzEqa",1,0,2018-08-13 10:46:06+00:00
132,1028955924881399808,"RT @GCCThinkActTank: Why does climate change require brave change leadership, and leaders who take action? https://t.co/BV0z52xlXH
#climate…",0,1,2018-08-13 10:46:24+00:00
133,1028955571364421632,"RT @ACIARCEO: Frances Adamson, Secretary @dfat delivers the ⁦@CrawfordFund Sir John Crawford Memorial Address, highlighting the links betwe…",0,7,2018-08-13 10:44:59+00:00
134,1028955904358670336,RT @neasa_neasa: If we needed any reminding that a core part of the climate change debate is inequality in experiencing its worst effects..…,0,3,2018-08-13 10:46:19+00:00
135,1028955989029081089,"RT @Peters_Glen: It is always a good reminder to see how the global average temperature has changed over the last 150 years...

https://t.c…",0,136,2018-08-13 10:46:39+00:00
136,1028955855608340480,"RT @business: Facing $17 billion in fire damages, a CEO blames climate change https://t.co/XoFatCUWX8",0,44,2018-08-13 10:46:07+00:00
137,1028955950479233024,"RT @The_ManishSood: If you are really an Indian who loves their motherland India, if you are bored n angry at the way this govt is function…",0,176,2018-08-13 10:46:30+00:00
138,1028956011565076481,"RT @franklinavenue: In case you haven't read it yet, perhaps the most important piece of reporting you'll read all year: https://t.co/1zoXx…",0,471,2018-08-13 10:46:44+00:00
139,1028955661428772864,How did the person survive until adulthood? https://t.co/yra0oKJquE,0,0,2018-08-13 10:45:21+00:00
140,1028955987191848961,Latest article from Vanguard on the Federal Government's #fraud of  funding the #GreatBarrierReef Foundation… https://t.co/mn36Bg7LBU,0,0,2018-08-13 10:46:39+00:00
141,1028955649949028352,"@simongerman600 There are valid uses for the 1993 graph. But if your point is ""vinyl sales are higher than ever!"" a… https://t.co/YdkSCxDVR6",0,0,2018-08-13 10:45:18+00:00
142,1028955709013020672,"RT @Tank9999: #QandA  What #Reefgate was designed to do and WILL DO very effectively

is hamstring an incoming @AustralianLabor Govt's abil…",0,130,2018-08-13 10:45:32+00:00
143,1028955602482016256,RT @kirillklip: #ClimateChange #Investment supercycle with supercharged new #market dynamics: #TheSwitch to #Renewables &amp; #Infrastructure f…,0,19,2018-08-13 10:45:07+00:00
144,1028955971563872256,Halfway to boiling: the city at 50C #climatechange https://t.co/shXnHCdOOi,0,0,2018-08-13 10:46:35+00:00
145,1028955790420393984,The European families bringing the case all work in agriculture and tourism in the EU and further abroad and claim… https://t.co/HI4QIsroZH,5,5,2018-08-13 10:45:52+00:00
146,1028955814579527680,"@Gary_Hardgrave @chrissmithradio ""I will not lead a party that is not as committed to effective action on climate c… https://t.co/U5i2fMt53c",1,0,2018-08-13 10:45:57+00:00
147,1028955929734070272,"RT @KateAronoff: The scene in Jurassic Park when Newman loses his glasses and then says, ""I can afford more glasses"" immediately before bei…",0,7960,2018-08-13 10:46:25+00:00
148,1028955591232897025,Read on our network today:  “In-depth: How the UK plans to adapt to climate change ”  https://t.co/zAYumC7yce https://t.co/hJDaHSLtdw,0,0,2018-08-13 10:45:04+00:00
149,1028955592545656832,"@carrzee @business Blaming climate change can only be done by unbundled utilities, not grid operators owned by util… https://t.co/SKovY2a0jA",2,0,2018-08-13 10:45:04+00:00
150,1028955591329423360,RT @1395FIVEaa: Jeremy Cordeaux until Midnight....8223 0000. Tonight: Do you shop at Kmart + are concerned about climate change? @Barnaby_J…,0,1,2018-08-13 10:45:04+00:00
151,1028955583670640643,Suçlu hep küresel ısınma(!) zaten.. https://t.co/VU7BweZASF,1,0,2018-08-13 10:45:02+00:00
152,1028955571003838464,RT @UNEnvironm_CEP: Saint Lucia to host major climate change event in October this year. https://t.co/poXEQUNYxZ,0,3,2018-08-13 10:44:59+00:00
153,1028955823177916416,"@adamzwar How about staking them out below the high tide level. 'Not to worry guys, the sea level isn't rising beca… https://t.co/AIXaw8RaRH",2,0,2018-08-13 10:45:59+00:00
154,1028956077189095424,"RT @jvedmond: “It’s not really power”. Does Abbott not understand we can store renewable energy these days? No, he doesn’t. Silly me. #abc7…",0,2,2018-08-13 10:47:00+00:00
155,1028956015427903490,"RT @PMOIndia: My appeal to youngsters is:

 Innovate in India, Innovate for humanity.

From mitigating climate change to ensuring better ag…",0,473,2018-08-13 10:46:45+00:00
156,1028955783193653248,@DRUDGE_REPORT Are these the same computer models that predict climate change?  I'm not worried.,0,0,2018-08-13 10:45:50+00:00
157,1028955996784414728,RT @DavidPepper: Suggestion: replace the Space Force with the Earth Force and save our planet from climate change before it's too late. (An…,0,82,2018-08-13 10:46:41+00:00
158,1028955584593375232,"RT @crystalline_02: Ice caps are melting, global warming is increasing, pollution is rising, and species are dying—We only have one Earth—I…",0,575,2018-08-13 10:45:03+00:00
159,1028955639391965184,"Introduction

Every Member State within CARICOM is vulnerable to the effects of climate change and poor environment… https://t.co/naWd8wcs6m",0,0,2018-08-13 10:45:16+00:00
